,Artist,Average Spotify Streams,Track Counts,Average Spotify Playlist Count,Average Spotify Playlist Reach,Average Spotify Popularity,Average YouTube Views,Average YouTube Likes,Average TikTok Posts,Average TikTok Likes,Average TikTok Views,Average YouTube Playlist Reach,Average Apple Music Playlist Count,Average AirPlay Spins,Average SiriusXM Spins,Average Deezer Playlist Count,Average Deezer Playlist Reach,Average Amazon Playlist Count,Average Pandora Streams,Average Pandora Track Stations,Average Soundcloud Streams,Average Shazam Counts
0,"""XY""",0.0,1,1.0,9.0,,415159148.0,745345.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,$OHO BANI,54065563.0,1,7779.0,9672092.0,73.0,6744201.0,72802.0,0.0,0.0,0.0,89825480.0,18.0,7736.0,0.0,16.0,9108102.0,16.0,0.0,0.0,0.0,198646.0
2,$uicideboy$,188605270.0,9,46010.555555555555,6602650.222222222,70.875,76773968.66666667,822896.0,57353.11111111111,9693052.0,63030159.222222224,9583575.444444444,3.4444444444444446,176.33333333333334,20.0,2.0,18684.88888888889,1.2222222222222223,6035940.0,6360.666666666667,9866708.0,552413.0
3,&ME,34601626.0,1,34272.0,14914861.0,65.0,0.0,0.0,623.0,60724.0,869444.0,0.0,20.0,158.0,0.0,9.0,38641.0,21.0,0.0,0.0,0.0,989728.0
4,(G)I-DLE,219234613.0,4,20092.0,9513364.75,68.33333333333333,301309699.75,3264112.75,112459.25,72188496.75,563545058.5,584401880.25,16.5,2855.25,0.0,4.0,64574.75,21.75,524940.75,1366.0,287858.75,446183.75
5,*NSYNC,69041864.0,1,10118.0,7035846.0,,27951941.0,273780.0,13519.0,6248728.0,57013361.0,65010.0,31.0,44.0,19.0,19.0,77583.0,36.0,7400345.0,18047.0,0.0,877878.0
6,.diedlonely,44235866.0,1,6022.0,1268699.0,66.0,5698615.0,142632.0,919217.0,181638749.0,1776006642.0,0.0,4.0,6.0,0.0,1.0,43207.0,0.0,0.0,0.0,0.0,363177.0
7,10CM,18800716.0,1,1180.0,12952009.0,73.0,7398997.0,168846.0,0.0,0.0,0.0,0.0,12.0,52.0,0.0,0.0,0.0,0.0,4319.0,12.0,0.0,193276.0
8,13 Organisï¿,267241905.0,1,62950.0,4938947.0,63.0,515808378.0,2686256.0,5066.0,641873.0,12209681.0,11896873.0,51.0,17239.0,0.0,42.0,6246257.0,10.0,0.0,0.0,0.0,2065953.0
9,1da Banton,154010050.0,1,66808.0,4409868.0,63.0,234249323.0,1315242.0,417782.0,60004357.0,729439284.0,35766547.0,38.0,8575.0,129.0,13.0,538366.0,0.0,8880471.0,1657.0,0.0,2109482.0
10,1nonly,282689665.0,2,74094.5,14000631.0,68.0,140720391.0,1953845.5,429056.5,68284573.0,637235356.0,299561.0,6.0,4.0,0.0,1.5,45640.0,0.0,3487500.5,2419.5,3760510.0,976162.0
11,21 Savage,382108149.5294118,17,81562.35294117648,27328691.94117647,73.28571428571429,162667659.6470588,1438361.2352941176,67544.11764705883,9436243.705882354,78188426.88235295,86405399.88235295,36.1764705882353,13386.058823529413,17.764705882352942,15.823529411764707,327885.35294117645,15.411764705882353,45416441.76470588,23642.235294117647,14057234.470588235,1009233.0
12,24kGoldn,1867736006.0,1,302486.0,82611625.0,76.0,747126783.0,10795292.0,2467227.0,160756733.0,1768836179.0,2069527154.0,329.0,931316.0,1897.0,273.0,3821598.0,85.0,240562062.0,131540.0,40756476.0,10228436.0
13,2Rare,299871.0,1,71.0,576253.0,,0.0,0.0,387200.0,5817255.0,40815691.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,82867.0,56.0,0.0,20511.0
14,3 Palavrinhas,0.0,1,0.0,0.0,,39323383.0,44223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,310babii,128855739.0,1,26723.0,26216067.0,65.0,17779741.0,246939.0,599910.0,159054107.0,1598512701.0,283635839.0,14.0,1318.0,1893.0,3.0,909981.0,14.0,12625658.0,6542.0,6657861.0,2066168.0
16,347aidan,280575279.0,2,81536.0,9427815.0,61.5,74253384.5,1497904.5,733780.0,226141154.0,1927599763.5,5114737.5,32.0,2851.5,59.5,6.5,11368.0,0.0,5109364.5,11864.0,0.0,1668415.0
17,4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turnin,148262734.0,1,25061.0,12962477.0,61.0,84276192.0,1121581.0,751200.0,215442044.0,1877005845.0,25955797.0,45.0,2670.0,0.0,12.0,139673.0,19.0,10335798.0,16315.0,1228455.0,768965.0
18,41,104897425.0,1,27545.0,20350869.0,64.0,13379053.0,149424.0,0.0,0.0,0.0,0.0,14.0,11802.0,246.0,1.0,223.0,0.0,1100545.0,1464.0,0.0,616738.0
19,42 Dugg,75717094.0,1,34136.0,5124318.0,55.0,216661579.0,1234087.0,24023.0,4773399.0,50774936.0,61994241.0,42.0,9269.0,0.0,1.0,145.0,0.0,82146544.0,17117.0,15809987.0,1103585.0
20,4batz,88739287.0,3,17109.666666666668,25224472.0,,13936120.0,267811.3333333333,178000.0,29443697.0,249671723.33333334,11711456.333333334,32.0,28543.666666666668,346.0,13.666666666666666,803778.3333333334,17.333333333333332,2480215.0,1169.6666666666667,602449.0,728200.3333333334
21,5 Seconds of Summer,1236913514.0,2,141811.5,47092742.5,73.5,557667911.5,6424360.5,239303.0,37994959.0,321107075.0,123625704.0,105.0,163169.5,119.0,21.5,497706.5,41.5,225598409.5,110014.5,3279391.5,7245866.0
22,50 Cent,482485374.0,2,109551.0,34629530.5,75.0,1739491191.0,10969658.0,156729.0,28309646.0,475469307.0,584405533.5,38.0,22269.5,61.0,24.5,331113.0,12.5,168189164.0,193909.0,9400437.0,3150203.5
23,5ive,111894875.0,1,36302.0,1840798.0,59.0,113044166.0,1165613.0,1110500.0,57069383.0,505795992.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,42037834.0,0.0
24,5ï¿½ï¿½ï¿,7375613.0,1,3903.0,471206.0,54.0,136297891.0,653910.0,107200.0,8177945.0,130470945.0,409137727.0,4.0,1586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6YNTHMANE,185914923.0,1,28387.0,19122650.0,72.0,114153936.0,1500822.0,0.0,0.0,0.0,86472968.0,1.0,2.0,0.0,2.0,491228.0,5.0,313124.0,1606.0,0.0,1114212.0
26,6arelyhuman,94953204.5,2,18275.0,6201532.0,36.5,27543285.5,568867.5,91180.5,34106248.0,217794954.0,0.0,0.5,0.0,0.0,0.5,21173.5,4.0,447498.0,1674.0,4138242.0,494061.5
27,6ix9ine,219086670.33333334,3,46581.0,4971693.0,2.0,530798384.6666667,7776482.666666667,1121869.3333333333,192950448.0,2135000234.0,154818248.33333334,11.333333333333334,2003.6666666666667,19.0,5.333333333333333,21819.333333333332,1.0,5678337.333333333,28535.0,0.0,1280354.0
28,A Boogie Wit da Hoodie,508983227.6,5,66296.6,12774928.4,65.0,199895532.6,1688325.2,62823.0,24135845.0,180106562.8,47075962.8,36.4,30349.4,132.8,7.2,11114.2,11.8,105852891.2,92014.0,19144103.4,2129040.6
29,A Great Big World,1064534331.0,1,116991.0,57390894.0,65.0,113298251.0,1108651.0,79873.0,38617874.0,339277915.0,2455495.0,102.0,943.0,120.0,71.0,421702.0,22.0,653380699.0,354730.0,0.0,12937536.0
30,A$AP Ferg,733772721.0,1,146447.0,26777778.0,65.0,251008598.0,3281866.0,1638742.0,86025556.0,707393379.0,4519334.0,104.0,362.0,28.0,13.0,60539.0,15.0,98462005.0,71224.0,0.0,7570376.0
31,A$AP Rocky,708708383.25,4,160946.5,31096931.5,76.75,321053201.0,2455285.5,32891.5,17764625.25,184219312.75,78196791.5,54.75,5623.5,0.0,42.5,226437.0,16.25,136463200.5,175853.75,0.0,1871996.75
32,A.V.G,10694922.0,1,5363.0,288263.0,50.0,120681039.0,653249.0,0.0,762205.0,16374449.0,292889844.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1593368.0
33,A1 x J1,148855365.0,1,68961.0,4738866.0,57.0,21320423.0,302697.0,54045.0,14221839.0,164949728.0,11866650.0,9.0,16726.0,0.0,9.0,20327.0,6.0,0.0,0.0,0.0,719356.0
34,ACRAZE,805019111.0,1,238887.0,94531613.0,73.0,117678524.0,1540284.0,2600179.0,673283810.0,10369065597.0,116322631.0,192.0,217739.0,2822.0,105.0,1784254.0,40.0,51038784.0,9188.0,0.0,9653748.0
35,AJR,271197835.3333333,3,52424.333333333336,7709700.333333333,59.5,131051418.0,2061723.6666666667,265802.0,231506286.0,2214628534.3333335,338594553.6666667,25.0,142985.0,460.0,6.666666666666667,27634.0,12.333333333333334,101658293.0,76926.66666666667,1390781.0,2160600.0
36,AKDO,49161062.0,1,3056.0,6115142.0,74.0,20068962.0,94182.0,0.0,0.0,0.0,83053587.0,6.0,439.0,0.0,3.0,1583045.0,0.0,0.0,0.0,0.0,140104.0
37,AKMU,72468277.0,1,10736.0,4247248.0,65.0,143446620.0,1074996.0,578162.0,105772835.0,1060502179.0,564698812.0,10.0,2373.0,0.0,2.0,211572.0,18.0,18149.0,94.0,0.0,257725.0
38,AL SHAMI,5384739.666666667,3,958.0,758743.0,,95408203.0,797326.3333333334,99766.66666666667,4072880.6666666665,125795441.0,658290785.6666666,4.0,124.66666666666667,0.0,0.3333333333333333,3862.3333333333335,0.0,0.0,0.0,0.0,121899.0
39,ALEX&RUS,52830200.0,1,14893.0,1344212.0,41.0,263688786.0,1760965.0,19100000.0,295333807.0,5821447553.0,0.0,2.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3415809.0
40,ALPHA 9,78985.0,1,67.0,5674.0,9.0,621561070.0,3598710.0,0.0,0.0,0.0,45996393.0,0.0,15.0,0.0,0.0,0.0,0.0,13012.0,0.0,6099.0,0.0
41,ALTï¿½ï,103232015.0,1,33577.0,15250725.0,60.0,9695261.0,155015.0,2254200.0,271083554.0,2866098547.0,0.0,13.0,23216.0,73.0,6.0,35415.0,6.0,6187775.0,3305.0,0.0,575418.0
42,ALYPH,12383314.0,1,2946.0,205771.0,42.0,16319964.0,162244.0,1700011.0,132676197.0,1976747330.0,0.0,4.0,4203.0,0.0,1.0,4686.0,0.0,0.0,0.0,0.0,63034.0
43,ANGGA DERMAWAN,4906976.0,1,182.0,3077523.0,62.0,11083107.0,171439.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4686.0,0.0,0.0,0.0,0.0,20420.0
44,ANNA ASTI,19080830.5,2,6771.0,525675.5,52.0,289648492.0,868365.5,31615.5,3145963.5,54228100.0,231932676.5,18.5,1243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123017.0
45,ANOTR,79343442.5,2,44788.0,29720395.5,73.0,10946900.0,101968.5,10805.5,4392523.5,60414117.5,1443642.0,24.5,5903.5,5.0,20.5,223211.0,23.5,130061.0,449.5,2218037.5,40122.0
46,AP Dhillon,213799295.5,2,27515.0,7231067.5,66.0,437388310.0,4580026.0,119060.5,8397963.0,101867146.5,0.0,18.5,1365.5,0.0,1.5,4022.5,9.0,245955.0,757.5,257885.5,386145.0
47,ARTMS,2371467.0,1,241.0,4606660.0,,11364565.0,212716.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,7.0,209.0,0.0,0.0,4320.0
48,ATB,721002104.0,1,146298.0,62920572.0,71.0,118729044.0,952700.0,25400.0,5772644.0,81735548.0,153714110.0,201.0,361427.0,220.0,115.0,2519598.0,27.0,24235804.0,2394.0,5026745.0,7799522.0
49,ATEEZ,54878910.0,3,5391.333333333333,7850184.666666667,48.5,98607753.0,1014084.6666666666,16745.0,9705177.666666666,44007868.0,516073447.3333333,10.333333333333334,739.0,16.333333333333332,5.0,121440.66666666667,24.0,464152.6666666667,726.3333333333334,4298.0,130028.33333333333
50,AUR,218471293.0,1,16445.0,7312501.0,72.0,218599817.0,4720491.0,0.0,0.0,0.0,881188488.0,4.0,290.0,0.0,2.0,1475.0,6.0,0.0,0.0,0.0,517594.0
51,AURORA,524471242.0,2,126509.0,18471687.0,63.5,552673865.0,10608634.5,1452322.5,494542080.5,4012063637.5,546958511.5,62.5,8316.5,0.0,26.0,113129.0,21.5,314369.5,1894.5,14623641.0,4941824.0
52,AWOLNATION,814264073.0,1,145349.0,25209426.0,68.0,878157246.0,6677962.0,819089.0,331755802.0,3643615871.0,156005123.0,64.0,82779.0,145.0,33.0,216744.0,27.0,752849510.0,1939183.0,0.0,12879196.0
53,AYLIVA,47364546.0,1,3863.0,15268731.0,77.0,11650472.0,163940.0,0.0,0.0,0.0,31086179.0,20.0,7361.0,0.0,15.0,9170707.0,32.0,0.0,0.0,0.0,223239.0
54,Aaron Smith,856908437.0,1,163911.0,32032973.0,71.0,937887038.0,8642499.0,588686.0,210711962.0,2116323580.0,104816466.0,73.0,12133.0,0.0,68.0,607320.0,20.0,9617789.0,28638.0,89898276.0,20060916.0
55,Aastha Gill,28805237.0,1,1873.0,836098.0,45.0,153101388.0,1717781.0,2100000.0,11995964.0,212490319.0,0.0,1.0,270.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,105909.0
56,Abd El Fattah Grini,1993244.0,1,245.0,79264.0,28.0,944088313.0,6351302.0,0.0,0.0,0.0,1464736.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28908.0
57,Adam,8893883.0,1,1745.0,385351.0,,238585397.0,1478754.0,59100.0,107018.0,1640900.0,628241049.0,8.0,4579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3415610.0
58,Adam Port,5917083.0,1,1348.0,19711644.0,67.0,1541922.0,39879.0,21800.0,4700915.0,53279473.0,0.0,45.0,12.0,3.0,14.0,669637.0,22.0,28895.0,16.0,0.0,196937.0
59,Adele,1040902546.2,10,113948.3,42864263.7,68.0,1100387377.4,7003602.0,353712.9,138997995.8,1388338923.5,1618614456.7,142.4,172042.1,200.8,75.9,1072407.6,37.1,412917420.8,330979.8,0.0,7498229.0
60,Aditya Gadhvi,45526343.0,1,6003.0,1405864.0,59.0,159627251.0,2001280.0,29800.0,1623490.0,34961102.0,0.0,2.0,355.0,0.0,0.0,0.0,9.0,792.0,72.0,0.0,389827.0
61,Ado,151719754.5,2,26334.0,3735929.5,64.5,310265212.5,2478946.0,143973.5,21136037.0,310739159.0,290056251.5,32.0,717.5,0.0,1.5,2156.5,5.0,0.0,0.0,0.0,269366.5
62,Adrian L Santos,84049041.0,1,3331.0,9213117.0,,62697238.0,284847.0,0.0,0.0,0.0,255622666.0,2.0,0.0,0.0,1.0,33919.0,0.0,249702.0,243.0,0.0,0.0
63,Aerosmith,1598680.0,1,45.0,1624.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153520210.0,28829.0,0.0,0.0
64,Afrian Af,0.0,1,1.0,47.0,,0.0,0.0,3528100.0,37591836.0,688302023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Afsana Khan,60103893.0,1,7617.0,1238881.0,54.0,996649537.0,9168790.0,151100.0,1406442.0,44461309.0,23808458.0,4.0,310.0,0.0,0.0,0.0,2.0,1935.0,0.0,0.0,230094.0
66,AgroPlay,423018422.0,1,23872.0,16779061.0,63.0,361813279.0,1727192.0,288613.0,21077364.0,277692228.0,841498728.0,21.0,17320.0,0.0,31.0,6708107.0,12.0,0.0,0.0,0.0,609133.0
67,Agust D,299273494.5,2,17818.5,16727160.0,71.0,291948475.0,10506797.5,75959.0,56311568.5,266658084.5,129116568.5,11.5,1036.0,23.5,5.0,472949.5,6.0,1973958.5,1290.5,0.0,387717.0
68,Ahmed Saad,20588020.0,1,3465.0,1820609.0,58.0,179178650.0,649493.0,133700.0,9283133.0,274048028.0,27579261.0,6.0,1323.0,0.0,3.0,29136.0,0.0,0.0,0.0,0.0,161826.0
69,Aimer,227696852.0,1,34276.0,6961653.0,63.0,250190214.0,1270608.0,0.0,0.0,0.0,86777760.0,35.0,1922.0,0.0,5.0,8662.0,3.0,662602.0,324.0,0.0,403076.0
70,Aitch,5698784.0,1,846.0,15037150.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,221.0,0.0,6.0,2866896.0,36.0,0.0,0.0,32892.0,11519.0
71,Akassh,15619.0,1,13.0,168.0,,48633119.0,214149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3539.0
72,Akhil Sachdeva,211095929.0,1,15632.0,8831229.0,63.0,325655059.0,2524096.0,5710312.0,5797183.0,94600665.0,91612412.0,16.0,215.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,299317.0
73,Akon,1023825031.0,1,204464.0,51055833.0,80.0,1251716030.0,8866662.0,0.0,279003.0,1957205.0,397519323.0,37.0,28439.0,0.0,24.0,316904.0,25.0,256334581.0,398868.0,0.0,5885853.0
74,Akris & Teddy,306040.0,1,1.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610446.0
75,Alacranes Musical,12495358.0,1,5.0,17.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16357353.0,46235.0,0.0,0.0
76,Alan Walker,520844950.5,12,68128.75,16621302.916666666,65.0,703352370.8333334,7066646.166666667,2318460.1666666665,62022069.416666664,904137765.4166666,320337186.1666667,33.0,28238.833333333332,7.25,23.583333333333332,272151.6666666667,14.25,26411459.333333332,44417.166666666664,1172199.75,4519644.0
77,Aldo Zee,32642.0,1,7.0,2063.0,1.0,50391.0,373.0,3622500.0,8929235.0,235913641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Aldy Santos,13112.0,1,5.0,478.0,,75926.0,1615.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,984853868.0,1264207.0,0.0,17251.0
79,Alec Benjamin,956704880.0,2,114287.5,41780728.5,73.0,758838213.0,10428431.0,1325441.5,137141181.5,1759966073.0,1916206038.5,6.5,9941.5,121.5,21.5,231933.0,8.5,21855302.5,5898.0,0.0,442608.5
80,Alejo,332175085.0,1,63085.0,23635638.0,66.0,119541325.0,763188.0,378000.0,93005063.0,866018385.0,213451655.0,37.0,20428.0,108.0,17.0,1616786.0,36.0,3756960.0,524.0,0.0,616074.0
81,Alek Olsen,89292592.0,1,13834.0,23174342.0,,5210629.0,158479.0,704600.0,333709356.0,2697574937.0,0.0,18.0,24.0,192.0,15.0,5678141.0,12.0,202410.0,494.0,0.0,522103.0
82,Alessandra,162396159.0,1,44113.0,11475897.0,66.0,120017704.0,1180096.0,66925.0,20374918.0,276521416.0,10071948.0,24.0,18103.0,0.0,12.0,144199.0,0.0,691648.0,1562.0,0.0,670703.0
83,Alessia Cara,926423646.0,3,85355.33333333333,22718624.0,64.66666666666667,569397629.6666666,6808653.666666667,2018407.3333333333,44173152.666666664,309761117.6666667,253844406.33333334,76.33333333333333,71294.33333333333,123.0,29.333333333333332,228853.0,25.0,388783100.3333333,661239.0,13308147.666666666,3757945.6666666665
84,Alesso,331970907.0,2,47637.5,37867407.5,68.0,47188140.0,559209.0,11288.0,5247954.0,89417926.0,1628845751.0,77.0,180499.5,655.0,37.0,868975.5,42.5,27829081.0,1987.5,0.0,1455614.0
85,Alex & Sierra,732651478.0,1,76941.0,29043662.0,65.0,511428536.0,5924267.0,1005996.0,76255229.0,663477196.0,18664403.0,37.0,198.0,0.0,20.0,83357.0,8.0,475143620.0,284882.0,0.0,1350264.0
86,Alex Favela,333899135.0,1,24862.0,20963358.0,75.0,180084509.0,900128.0,152867.0,82946328.0,704890346.0,246991766.0,14.0,2919.0,0.0,11.0,1680860.0,4.0,1736093.0,1447.0,168994.0,967858.0
87,Alex Rose,482021697.0,1,68578.0,13363939.0,66.0,1965829285.0,5786525.0,696400.0,34322459.0,289741256.0,30691906.0,25.0,2857.0,0.0,5.0,41009.0,14.0,67068115.0,20616.0,0.0,2148531.0
88,Alex Sensation,398779586.0,1,38061.0,11538458.0,59.0,784193659.0,2659427.0,38259.0,2010076.0,22158832.0,106087278.0,18.0,7551.0,0.0,20.0,84828.0,17.0,142563626.0,18047.0,0.0,2086078.0
89,Alex Temple,8104.0,1,15.0,1570.0,2.0,270595775.0,379224.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Alex Warren,54687601.5,2,5111.5,29231341.0,74.5,3160166.5,58464.0,0.0,154927.5,1153020.5,23664343.0,17.0,5455.5,29.0,10.5,194985.5,36.0,1726358.0,304.0,709035.0,183702.0
91,Alfianie,218621.0,1,137.0,18188.0,29.0,0.0,0.0,2101254.0,52544476.0,1029125885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Ali Gatie,760466450.0,2,110291.5,20577117.5,65.0,526949248.5,6817965.0,613006.5,79189975.5,549907899.0,280454718.0,55.5,23579.5,178.5,40.5,408216.5,10.0,17916251.0,11776.0,941117.0,3669407.0
93,Alicia Keys,646295324.0,1,96138.0,42759011.0,71.0,719570982.0,5771711.0,1767171.0,100602291.0,1264756176.0,233120548.0,112.0,132465.0,164.0,67.0,216702.0,33.0,130538038.0,461006.0,0.0,5809958.0
94,Aliyah's Interlude,70950780.5,2,16760.0,8167041.5,,8158852.0,197128.5,557036.0,222261680.0,1913626989.0,0.0,6.0,226.0,195.0,2.0,15301.0,15.0,250784.5,2283.5,3208.5,516674.5
95,Alok,166597324.6,5,29641.2,71108569.8,72.5,10153591.0,103737.0,3710.8,3694264.0,59345621.2,387179966.6,52.0,81973.8,311.4,73.6,2646327.4,31.0,865973.2,296.8,9051.6,982269.6
96,Alvaro Diaz,158504944.5,2,25096.0,49757071.0,73.5,53515488.0,379905.5,849340.5,139707597.5,1301579147.0,15632768.0,28.5,3595.0,1.0,11.0,544508.0,19.5,3858068.5,448.5,19703.5,420836.5
97,Alvaro Soler,353525330.0,1,59509.0,9323605.0,65.0,1004545222.0,7106869.0,379396.0,17082677.0,151019644.0,191192432.0,21.0,43791.0,4.0,16.0,74676.0,14.0,945763.0,10078.0,0.0,6134790.0
98,Alvee,551388.0,1,109.0,15834.0,19.0,233792.0,1334.0,2506536.0,38397792.0,485996018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22303.0
99,Amaarae,428189728.0,1,95507.0,22395876.0,67.0,84966187.0,868089.0,5406735.0,1021159104.0,11653604916.0,98142716.0,100.0,22558.0,122.0,24.0,101103.0,33.0,6960206.0,6180.0,0.0,5024951.0
100,Aman Jaji,19938326.0,1,1442.0,134788.0,51.0,277255089.0,1866540.0,538.0,8288.0,77382.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26019.0
101,Ambjaay,128411645.0,1,25190.0,4018662.0,47.0,86561302.0,1275303.0,17467.0,14675601.0,112331903.0,14950722.0,23.0,210.0,0.0,3.0,41938.0,1.0,17430949.0,55733.0,55404639.0,1227296.0
102,American Authors,999525686.0,1,147511.0,76137901.0,74.0,349753696.0,3326207.0,161202.0,32837321.0,329470084.0,61512223.0,109.0,74556.0,541.0,55.0,143084.0,35.0,595709385.0,333439.0,0.0,8366702.0
103,Aminï¿,761038233.0,1,121158.0,21027698.0,64.0,71245011.0,686801.0,470451.0,28814118.0,131813469.0,0.0,129.0,2299.0,3.0,18.0,61319.0,10.0,262393898.0,433934.0,0.0,3258289.0
104,Amo988,45665937.0,2,4109.0,5181144.0,70.0,58146704.5,213759.5,16650.0,1960649.5,30224639.5,184863758.5,7.0,1282.0,0.0,2.5,1582455.5,0.0,0.0,0.0,0.0,251366.5
105,Amrinder Gill,4128853.0,1,234.0,2317956.0,62.0,11272889.0,177421.0,0.0,0.0,0.0,19904542.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,233545.0,10176.0
106,Amy Winehouse,562814594.0,1,17.0,25810.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,530.0,0.0,0.0,0.0,0.0,0.0
107,Ana Castela,130521572.25,4,10372.0,18969575.0,63.75,181946255.5,1209692.0,124800.0,23158630.25,338353658.5,578276321.75,9.75,2781.0,0.0,25.0,6745557.75,12.5,575.0,0.75,0.0,148232.75
108,Ana Mena,64860954.0,1,8481.0,12819927.0,,30204546.0,157044.0,42288.0,52602381.0,462395885.0,93824319.0,53.0,26994.0,0.0,41.0,11320652.0,27.0,7026.0,51.0,0.0,885647.0
109,Ander Huang,1415206.0,1,973.0,166740.0,19.0,59644.0,960.0,6501183.0,161122861.0,2181208314.0,0.0,3.0,5.0,0.0,2.0,378.0,0.0,0.0,0.0,0.0,145931.0
110,Andrew Underberg,91969282.0,1,8656.0,2053660.0,,51683164.0,844140.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,860475.0,3839.0,0.0,53519.0
111,Andy Grammer,509011250.0,1,72182.0,9700882.0,67.0,220773540.0,2241242.0,195726.0,94397647.0,685543612.0,40401043.0,31.0,9535.0,0.0,2.0,16182.0,1.0,127404246.0,79212.0,12271237.0,3377256.0
112,Angelina Mango,81694468.0,1,4777.0,7822812.0,80.0,47424040.0,377348.0,0.0,173700.0,4000000.0,251776060.0,28.0,14334.0,0.0,15.0,3191554.0,23.0,3551.0,0.0,12350.0,262811.0
113,Anggi Marito,415357981.0,1,14918.0,7489575.0,74.0,201860884.0,912928.0,399388.0,88921840.0,1171868533.0,418.0,8.0,4463.0,0.0,1.0,2405.0,0.0,0.0,0.0,0.0,127265.0
114,Angi Fire,14137400.0,1,1570.0,171193.0,10.0,221422238.0,1754240.0,0.0,71.0,1172.0,4356346.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154184.0
115,Anirudh Ravichander,120418112.0,7,6926.428571428572,4980058.571428572,62.75,267797771.2857143,2750665.714285714,125514.28571428571,7442339.428571428,121962850.42857143,200394816.0,8.428571428571429,368.57142857142856,0.0,0.0,0.0,13.285714285714286,3277.8571428571427,3.5714285714285716,0.0,132796.42857142858
116,Anitta,457587983.0,3,46566.333333333336,23970298.333333332,68.5,554366407.0,3579144.6666666665,845125.6666666666,273088302.0,3511559015.3333335,645061590.0,58.666666666666664,34489.0,181.0,83.33333333333333,780821.0,52.333333333333336,25530835.0,8889.333333333334,0.0,1762355.3333333333
117,Annalisa,77177430.0,2,6713.5,5187379.0,59.0,81242544.5,392486.0,378769.5,10902924.5,188459673.0,618359425.0,24.0,20038.5,0.0,5.0,1903752.5,17.5,7129.5,27.5,0.0,620410.0
118,Anne-Marie,546308750.0,3,44745.333333333336,12725989.333333334,66.5,494942317.6666667,4135061.3333333335,1147488.3333333333,26958802.333333332,324140838.6666667,701929335.3333334,48.333333333333336,66065.33333333333,34.666666666666664,21.666666666666668,237315.0,20.0,16106482.333333334,17663.666666666668,229948.66666666666,2175559.0
119,AnnenMayKantereit,296543065.0,1,117924.0,14177874.0,68.0,205245834.0,3566571.0,256438.0,262367607.0,2473547695.0,6435978.0,12.0,6060.0,148.0,16.0,103155.0,12.0,1650972.0,10222.0,527470.0,3560853.0
120,Anni K,22362.0,1,5.0,22387.0,10.0,312422708.0,1133105.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Ants on a Log,0.0,1,3.0,56.0,,369121448.0,410669.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
