,Artist,Average Spotify Streams,Track Counts,Average Spotify Playlist Count,Average Spotify Playlist Reach,Average Spotify Popularity,Average YouTube Views,Average YouTube Likes,Average TikTok Posts,Average TikTok Likes,Average TikTok Views,Average YouTube Playlist Reach,Average Apple Music Playlist Count,Average AirPlay Spins,Average SiriusXM Spins,Average Deezer Playlist Count,Average Deezer Playlist Reach,Average Amazon Playlist Count,Average Pandora Streams,Average Pandora Track Stations,Average Soundcloud Streams,Average Shazam Counts
345,Chris Stapleton,387312676.6,5,62228.0,18391137.4,73.25,297745633.4,1709727.4,44945.4,7389520.6,85451021.6,257131637.4,46.8,94557.6,56.0,11.6,394962.6,31.8,443482888.8,279500.2,626371.0,1739953.6
346,Chris Young,177734775.0,1,25580.0,8683788.0,60.0,37838695.0,220814.0,22259.0,7070216.0,62353303.0,93781468.0,36.0,313376.0,180.0,5.0,90079.0,23.0,94945469.0,14994.0,0.0,651327.0
347,Christian Nodal,385261968.875,8,23317.125,12509828.625,69.33333333333333,688612701.625,2695671.5,103697.75,11841055.25,160428412.75,89734180.25,21.125,9111.75,165.25,15.75,1428753.875,23.5,35463031.875,8184.5,0.0,788336.125
348,Christina Perri,1094915640.0,2,121664.0,55802583.0,71.0,1775742170.0,11623276.5,2259803.0,429877596.5,4352051970.0,881774301.0,68.0,64163.0,82.0,43.0,69831.0,28.0,307853420.5,447833.0,34.0,11001255.5
349,Cian Ducrot,185042019.0,1,41058.0,8054809.0,62.0,35977202.0,482490.0,923.0,7073614.0,68670799.0,143011080.0,35.0,78838.0,189.0,19.0,88224.0,2.0,1099976.0,1460.0,1809877.0,958912.0
350,Ciara,36007719.0,1,11757.0,1829300.0,53.0,66350451.0,833138.0,1454232.0,28142270.0,344537974.0,287866414.0,16.0,83924.0,41.0,4.0,66406.0,27.0,7222274.0,5483.0,0.0,790290.0
351,Cigarettes After Sex,902477024.5,2,169677.5,55292427.5,80.0,169026901.5,1814093.5,106706.5,70146631.0,436903633.0,3151610.0,33.5,2609.5,26.5,17.0,167926.0,23.0,11079548.0,9907.5,22831348.0,3352400.0
352,Claire Rosinkranz,271235105.0,1,63488.0,12356624.0,60.0,89752088.0,1466031.0,1505601.0,365097927.0,2633643813.0,2461843.0,29.0,4084.0,526.0,8.0,16632.0,6.0,9035636.0,7104.0,0.0,676098.0
353,Clairo,372105512.0,2,73227.5,37037616.5,74.0,85002175.5,1184807.5,53562.5,27885088.0,156752948.5,36104.5,64.0,19433.5,90.5,23.5,1515413.5,85.5,4944790.5,10394.5,15247.5,924855.5
354,Claps,2723.0,1,11.0,237.0,,250777729.0,329563.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,Clara La San,138987928.0,1,27997.0,4821947.0,5.0,56123070.0,521760.0,82593.0,21715531.0,125057113.0,101.0,1.0,33.0,0.0,1.0,245.0,0.0,392407.0,3890.0,0.0,952142.0
356,Clean Bandit,1338540172.75,4,153684.25,48540443.5,69.5,1419230151.5,8152338.5,2869264.25,114546132.5,1365399794.75,917645581.25,184.25,118691.0,78.5,126.25,688009.5,52.75,104532874.75,103033.5,14103020.25,18419959.5
357,Cleffy,95871805.0,1,21000.0,7441709.0,14.0,13445854.0,223703.0,111800.0,28044301.0,187420165.0,128731.0,6.0,0.0,0.0,6.0,53422.0,8.0,0.0,0.0,0.0,1905641.0
358,Cleo y Cuquï¿½ï¿½n - Familia Tele,3560.0,1,0.0,0.0,,119311487.0,439743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Clinton Kane,416972132.0,1,75352.0,37597369.0,63.0,27881902.0,283314.0,262243.0,132202012.0,1003766991.0,5373.0,37.0,6452.0,4.0,30.0,154015.0,15.0,10462787.0,8208.0,0.0,791890.0
360,Clovis Reyes,88673935.0,1,17012.0,6135810.0,69.0,171113686.0,2566181.0,241100.0,41298885.0,332392194.0,3165.0,1.0,0.0,0.0,1.0,128640.0,0.0,0.0,0.0,0.0,441367.0
361,CoComelon,433037.0,1,120.0,15324.0,20.0,386932138.0,889910.0,0.0,0.0,0.0,34561.0,4.0,1.0,0.0,0.0,0.0,0.0,418696.0,737.0,0.0,0.0
362,Cochise,499262863.0,1,156928.0,20525072.0,70.0,131002845.0,1651190.0,210388.0,100113236.0,685647449.0,16171132.0,22.0,272.0,53.0,7.0,67108.0,0.0,3380486.0,9659.0,0.0,3065126.0
363,Coco Jones,27783014.0,2,7143.5,10879057.5,61.0,35327803.0,319032.0,25105.0,4621674.5,40592643.5,71678289.5,24.0,90963.5,52.0,3.5,320662.0,32.5,28173610.5,18881.0,2330149.5,824259.0
364,Codiciado,145135597.0,1,15952.0,3101333.0,65.0,226936682.0,537097.0,235860.0,10955274.0,181357126.0,34156826.0,3.0,536.0,0.0,0.0,0.0,1.0,25569248.0,5096.0,0.0,486827.0
365,Cody Johnson,136857325.0,3,24528.0,14394012.666666666,48.333333333333336,56042571.0,329306.3333333333,63995.333333333336,6113638.0,59386297.666666664,975234112.0,26.0,171155.66666666666,52.0,2.3333333333333335,30087.333333333332,27.666666666666668,78965314.0,16787.0,2149702.3333333335,678161.6666666666
366,Coi Leray,249852435.0,2,50871.0,31113480.0,54.5,91587357.5,1492367.0,1941517.5,597118444.0,5723210351.5,344357888.0,60.0,227089.0,4074.5,23.0,424261.5,35.5,25125056.0,11871.0,983636.0,3340750.5
367,Coldplay,1136795845.0,10,137578.4,57255891.8,73.625,1054776173.6,7684220.8,483961.7,98905247.8,807506407.0,647380245.8,62.0,138951.5,128.3,114.6,933417.6,33.4,56108801.5,46778.7,214774.8,1922492.1
368,Cole Swindell,244709550.0,1,33533.0,14159174.0,69.0,92809269.0,501049.0,53799.0,11305059.0,140118719.0,466327206.0,31.0,418626.0,159.0,4.0,96022.0,28.0,154772045.0,37582.0,0.0,911477.0
369,Colouour,9897.0,1,38.0,1473.0,1.0,256358241.0,559022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0
370,Conan Gray,988682573.3333334,3,123266.0,60005597.333333336,74.33333333333333,104120714.66666667,2262769.0,293515.6666666667,81749893.0,457189377.3333333,750032394.3333334,57.333333333333336,23396.0,46.0,22.666666666666668,222091.0,18.333333333333332,16372065.0,40704.666666666664,770909.6666666666,2073393.0
371,Conjunto Rienda Real,145707423.0,1,11288.0,6908229.0,67.0,100716156.0,595346.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,2.0,19380361.0,7761.0,2490102.0,566844.0
372,Conkarah,27747363.0,1,9067.0,1365840.0,41.0,136028794.0,1352520.0,23206073.0,803136063.0,11797196743.0,11609501.0,12.0,7746.0,100.0,8.0,90628.0,10.0,0.0,0.0,0.0,348103.0
373,Connor Price,164206429.0,1,49659.0,12999272.0,63.0,12484960.0,163647.0,25200.0,18960431.0,182197234.0,0.0,1.0,136.0,0.0,0.0,0.0,0.0,3424202.0,2471.0,2238898.0,776674.0
374,Coogie,8163960.0,1,3228.0,1162003.0,,15456128.0,110317.0,1609250.0,66774561.0,651176298.0,0.0,2.0,941.0,0.0,0.0,0.0,0.0,1118.0,0.0,0.0,163568.0
375,Coolio,1669716527.0,3,232.0,39120.333333333336,19.0,512625525.0,4244282.0,0.0,0.0,0.0,137164603.0,32.333333333333336,0.0,0.0,0.3333333333333333,563.0,3.0,179723194.33333334,111386.33333333333,0.0,0.0
376,Cordelia,15433188.0,1,5294.0,5121873.0,,1480668.0,47307.0,1112614.0,310478118.0,2139918587.0,3395360.0,10.0,250.0,0.0,5.0,564034.0,5.0,48577.0,571.0,0.0,165267.0
377,Corey Kent,180186017.0,1,32769.0,6038439.0,66.0,36595510.0,280859.0,33689.0,1974569.0,23448462.0,2792.0,23.0,187197.0,111.0,4.0,976.0,11.0,113592411.0,13103.0,0.0,670748.0
378,Coyote Theory,515923885.0,1,121767.0,25106201.0,72.0,166794513.0,2438100.0,520891.0,383884667.0,2574138698.0,6350.0,7.0,18.0,0.0,2.0,16264.0,0.0,2672470.0,8628.0,9678283.0,2561309.0
379,Crayon,48581084.0,1,11373.0,7780743.0,65.0,35448614.0,206819.0,549399.0,23105995.0,270727164.0,65962506.0,38.0,3397.0,9.0,2.0,51430.0,22.0,21965.0,146.0,0.0,1291258.0
380,Crazy Frog,178536020.0,1,870.0,142649.0,30.0,5049428366.0,20305999.0,0.0,0.0,0.0,204191511.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2967336.0
381,Creedence Clearwater Revival,0.0,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11085255.0
382,Creeds,179015368.0,2,79737.5,47101064.5,67.5,14279214.5,256001.5,1014902.0,47596902.0,672145828.5,0.0,24.5,6988.0,16.5,35.0,721103.0,13.0,258529.5,708.0,5479753.0,1904039.5
383,Creepy Nuts,247399972.0,1,22222.0,13870528.0,80.0,389540239.0,4392933.0,0.0,22950364.0,296522040.0,1041035733.0,53.0,807.0,0.0,18.0,357941.0,17.0,537267.0,1928.0,0.0,1069500.0
384,Cris Mj,244002254.0,6,30599.5,38079180.333333336,74.83333333333333,143959045.0,997804.1666666666,650494.5,71686494.0,816918784.5,247857270.0,14.833333333333334,8040.5,103.5,9.833333333333334,1345429.8333333333,15.666666666666666,1592999.5,1357.0,78002.16666666667,529509.3333333334
385,Crocodyle,0.0,1,9.0,31.0,,631421040.0,3549192.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
386,Crosby St. Models,0.0,1,1.0,2.0,,357790871.0,2127672.0,0.0,0.0,0.0,74010765.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0
387,Cuckoo Coco,0.0,1,0.0,0.0,,254288195.0,617991.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,Cupula Roja,0.0,1,0.0,0.0,,97907.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837439.0
389,Curtis Waters,312678365.0,1,67390.0,12125007.0,56.0,68518582.0,1252622.0,1540013.0,271840657.0,2130678972.0,60449.0,44.0,34306.0,0.0,22.0,34948.0,12.0,14695763.0,7615.0,9056107.0,2434937.0
390,Cï¿½ï¿½dig,188309858.0,1,15111.0,13192945.0,71.0,87069499.0,318350.0,100.0,1927.0,18855.0,0.0,6.0,4.0,0.0,7.0,582040.0,3.0,3910844.0,1376.0,0.0,422023.0
391,D Billions,741731.5,4,173.5,10461.25,26.333333333333332,1436791143.25,2681583.75,602.5,19384.75,1593243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8582.0
392,D Gerrard,20710234.0,1,1513.0,1465628.0,61.0,89001571.0,370896.0,0.0,0.0,0.0,736027111.0,7.0,1203.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,58364.0
393,D-Block Europe,130099577.5,2,58200.0,3989442.0,60.0,53873061.0,372863.0,13826.0,6580598.0,74464656.0,16969782.5,12.0,3430.5,5.0,5.0,129087.0,8.5,19627.5,144.5,8253313.0,583181.0
394,D. Savage,3608717.0,1,3268.0,109837.0,40.0,340092596.0,5238903.0,442.0,23970.0,316425.0,1600044.0,0.0,5.0,0.0,0.0,0.0,0.0,55387.0,0.0,0.0,0.0
395,DAMIEN,6300.0,1,10.0,398.0,3.0,371579831.0,300617.0,7.0,807.0,29251.0,45503399.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,DDG,206856924.5,2,74173.5,8836117.5,60.5,86717300.0,1166486.5,242414.5,92072323.5,740756625.0,104416724.0,15.5,12518.5,177.0,10.5,98787.0,5.0,6253434.0,5479.0,19043880.0,198052.0
397,DELLAFUENTE,106759874.0,1,18359.0,8998620.0,71.0,35214805.0,168576.0,0.0,0.0,0.0,101018682.0,12.0,5740.0,0.0,6.0,49793.0,13.0,0.0,0.0,0.0,315849.0
398,DENNIS,169375686.0,3,19513.666666666668,22719833.666666668,70.33333333333333,91605471.33333333,706424.6666666666,540411.0,54250391.333333336,719274618.6666666,104747695.33333333,28.666666666666668,3450.0,45.0,54.666666666666664,5375363.0,22.0,2060092.0,585.6666666666666,0.0,568757.0
399,DJ Arana,101571557.0,1,21592.0,22787361.0,,36830690.0,390578.0,62700.0,20413997.0,254571104.0,0.0,11.0,0.0,0.0,20.0,2838774.0,17.0,0.0,0.0,0.0,146099.0
400,DJ BAHBUS,32014.0,1,7.0,10.0,,68945.0,653.0,4500000.0,27946393.0,533737667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3942.0
401,DJ Boneng,716453.0,1,22.0,36989.0,1.0,12045.0,174.0,1800000.0,2635212.0,100001777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,DJ GLK,0.0,1,6258.0,1213114.0,,0.0,0.0,2809514.0,97960938.0,1396251598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,DJ Jeeh FDC,172602494.0,1,38926.0,14426720.0,63.0,122947771.0,1241098.0,312400.0,143003405.0,1722398168.0,12348511.0,0.0,76.0,0.0,18.0,1950340.0,5.0,0.0,0.0,0.0,0.0
404,DJ Khaled,605189034.7142857,7,110112.14285714286,25020387.57142857,65.0,302254572.0,2276698.4285714286,152166.42857142858,20104142.714285713,183199838.42857143,397546657.0,114.57142857142857,58992.42857142857,385.57142857142856,40.57142857142857,232083.14285714287,29.428571428571427,166973009.7142857,101198.28571428571,3293850.5714285714,3014091.4285714286
405,DJ LG PROD,95980260.0,1,6191.0,39878495.0,79.0,16013821.0,177114.0,0.0,0.0,0.0,1136738.0,7.0,0.0,0.0,29.0,15563020.0,18.0,0.0,0.0,0.0,24463.0
406,DJ Laxman,1389772733.0,1,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,DJ Luian,550967367.0,1,65928.0,18945081.0,64.0,728468384.0,3473098.0,11200.0,1930550.0,20847094.0,137102567.0,35.0,3884.0,17.0,7.0,293349.0,12.0,73700065.0,8531.0,0.0,1353531.0
408,DJ MANIKCI REMIX,5101261.0,1,1599.0,427725.0,,0.0,0.0,2301734.0,63429404.0,1190306094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,DJ MIX NON-STOP CHANNEL,1648192461.0,1,15.0,52.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,DJ MOIGUS,1378494.0,1,351.0,43395.0,34.0,1022331.0,22739.0,7702832.0,90289248.0,1272592848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50550.0
411,DJ Meetch,0.0,1,1.0,137.0,4.0,402618045.0,2927219.0,0.0,0.0,0.0,152211.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
412,DJ RICK 013,45821951.0,1,10088.0,13570884.0,63.0,30710090.0,461516.0,924639.0,47616112.0,637314253.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404939.0
413,DJ San,121283.0,1,195.0,9168.0,,230828310.0,3555140.0,0.0,0.0,0.0,0.0,0.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39003.0
414,DJ Snake,1065022295.875,8,109914.5,35333979.75,67.75,1001005105.0,8754830.0,950096.0,43889524.125,518450006.125,503726230.625,137.5,49947.125,98.75,72.5,668481.375,35.625,218948383.375,263497.5,7964124.875,9223263.25
415,DJ TOPO,51198446.0,1,3022.0,40425173.0,80.0,14990394.0,244589.0,245300.0,0.0,0.0,0.0,8.0,48.0,0.0,29.0,9552072.0,20.0,0.0,0.0,0.0,128880.0
416,DJ Tao,64143264.0,1,8734.0,11153394.0,68.0,47157935.0,211960.0,0.0,0.0,0.0,195623398.0,0.0,433.0,0.0,5.0,25450.0,7.0,0.0,0.0,0.0,52060.0
417,DJ TikTok,539984.0,1,135.0,171397.0,,0.0,0.0,5200000.0,14193719.0,344190472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2409.0
418,DJ USUP,302568.0,1,285.0,25137.0,7.0,0.0,0.0,2957617.0,99826326.0,2026344214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,DJ Ws da Igrejinha,73192291.0,1,7800.0,40120103.0,79.0,34522299.0,269890.0,0.0,0.0,0.0,15869838.0,1.0,6.0,0.0,24.0,14916452.0,17.0,0.0,0.0,0.0,143297.0
420,DJRemixGod,348676476.0,1,4.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,DJW9,0.0,1,8.0,55.0,,230878707.0,1434387.0,0.0,0.0,0.0,5869394.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42191.0
422,DNCE,1623436416.0,1,181003.0,87263572.0,76.0,205204907.0,2069073.0,563713.0,55758553.0,345185931.0,312.0,228.0,170627.0,323.0,110.0,2298858.0,58.0,382959323.0,437161.0,0.0,15885088.0
423,DPR IAN,76033359.0,1,12861.0,8094289.0,,31829453.0,822171.0,217600.0,156068746.0,1172424744.0,1627185022.0,8.0,409.0,7.0,7.0,193627.0,0.0,109015.0,265.0,0.0,719242.0
424,DRAM,849055927.0,1,131131.0,22922803.0,58.0,464235914.0,3109287.0,79224.0,41047197.0,214959368.0,243279146.0,132.0,1110.0,0.0,24.0,52127.0,2.0,325862117.0,772283.0,0.0,4186604.0
425,DUSTY LOCANE,153213678.0,1,70131.0,7126412.0,53.0,66414830.0,840510.0,105736.0,102787553.0,648833938.0,4166998.0,8.0,1242.0,0.0,2.0,285.0,0.0,1830754.0,2960.0,23893875.0,642918.0
426,DVRST,495840131.0,1,118862.0,32562324.0,70.0,387463291.0,5208321.0,449015.0,241463961.0,2643309542.0,29716281.0,27.0,1608.0,0.0,4.0,83840.0,2.0,5168428.0,5733.0,0.0,3204964.0
427,DYSTINCT,71989038.5,2,32420.5,4488162.0,59.5,75932481.5,503551.0,94005.5,6570917.5,131363957.5,17165526.5,20.0,10849.0,0.0,7.5,156018.0,0.0,8936.0,21.0,0.0,1168473.5
428,DaBaby,550234799.625,8,106673.25,21581794.0,61.5,336593104.5,3624827.0,1495140.625,113456607.25,1004753550.25,71968753.75,61.875,62944.375,442.625,26.25,275301.75,11.875,104216445.875,90520.125,12729539.75,2051063.125
429,Dada Black Sheep,2754.0,1,22.0,441.0,,1197426502.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Daddy Yankee,474307320.54545456,11,57322.454545454544,19580349.454545453,63.72727272727273,1018276106.3636364,4642923.2727272725,863344.6363636364,47930802.09090909,538262234.9090909,215511210.72727272,52.90909090909091,21838.81818181818,82.72727272727273,28.727272727272727,458739.63636363635,22.90909090909091,82372591.9090909,51412.181818181816,131549.0,3130917.0
431,Dadju,70592513.0,1,10432.0,9086026.0,63.0,30034889.0,219547.0,0.0,0.0,0.0,236171714.0,25.0,25849.0,0.0,25.0,16463650.0,24.0,1984.0,7.0,0.0,1203361.0
432,Dafina Zeqiri,1196257.0,1,208.0,567656.0,57.0,7023287.0,34395.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,634.0,0.0,0.0,7750.0
433,Daft Punk,587054803.0,1,130991.0,15108911.0,70.0,830977726.0,4575683.0,48128.0,9438211.0,82939552.0,7491045.0,74.0,20738.0,1.0,78.0,819839.0,23.0,13761386.0,20411.0,0.0,7241562.0
434,Dalex,281960981.4,5,38523.0,9364083.8,51.6,716547597.2,3314967.0,103845.6,14474803.0,138817108.6,34250502.2,22.6,3564.4,7.8,6.0,41797.6,2.0,13606131.8,4657.4,0.0,692488.4
435,Dan + Shay,687979950.0,4,37422.5,16837366.5,49.75,104004993.75,1073326.0,332264.0,13897287.25,122933832.75,201266300.0,34.25,151609.75,112.75,14.5,61986.5,32.25,138134917.25,69433.75,2399782.5,921504.25
436,Dan Ventura,68273832.0,1,9866.0,2234406.0,45.0,96088323.0,1033691.0,2308300.0,78196584.0,1220672571.0,39878647.0,11.0,364.0,0.0,3.0,83546.0,2.0,0.0,0.0,0.0,146957.0
437,Dan-E-MC,1224.0,1,3.0,695.0,,389845206.0,2639618.0,0.0,0.0,0.0,1641197.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,DaniLeigh,41808541.0,1,7802.0,1222888.0,46.0,491827513.0,3638561.0,28899.0,4564091.0,39966761.0,26034042.0,4.0,5.0,0.0,2.0,2532.0,5.0,172241744.0,37508.0,15875196.0,1458244.0
439,Daniel Caesar,695170564.5,4,102183.5,30700796.25,75.25,127152367.0,1162761.0,242100.75,47299480.75,337925448.75,23449798.25,97.0,11724.5,69.0,19.25,179801.25,34.5,74882711.0,49205.0,25437061.75,2332371.25
440,Danilo Stankovic,5467217.0,1,2314.0,485008.0,39.0,283023.0,6614.0,5119677.0,2672313847.0,28032695489.0,424623.0,3.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,167985.0
441,Danna Paola,346737588.0,1,25823.0,6551065.0,62.0,859633229.0,5596983.0,131003.0,15861564.0,141133651.0,114882014.0,26.0,3395.0,18.0,8.0,18898.0,17.0,1854603.0,3604.0,0.0,710052.0
442,Danny Ocean,1050417633.0,5,61153.4,21486445.8,68.8,893865261.0,3382031.2,725061.0,99537727.4,1065459870.6,244538729.0,54.0,12625.6,85.4,27.6,488848.6,13.6,16369420.2,12880.6,0.0,2171443.4
443,Dante9k,902103.0,1,800.0,74253.0,,0.0,0.0,6100000.0,3607884570.0,33359398879.0,0.0,0.0,9.0,43.0,0.0,0.0,0.0,14108.0,0.0,0.0,0.0
444,Darell,163055519.0,2,22051.0,30832948.5,70.0,181302777.0,834855.0,2174850.0,160619810.5,2383838219.5,1391518264.5,21.0,13783.0,48.0,30.5,2046047.5,18.5,3121176.0,2811.5,0.0,696079.0
445,Darius Rucker,727417273.0,1,107826.0,25463894.0,73.0,563826762.0,2402463.0,51203.0,14475594.0,101847028.0,596719707.0,59.0,128432.0,126.0,19.0,25550.0,24.0,575560582.0,786536.0,1206091.0,3566957.0
446,Darshan Raval,92797730.33333333,3,7121.0,3501907.3333333335,51.666666666666664,228388176.66666666,2186366.0,832300.0,9490400.333333334,187908642.66666666,104556225.0,1.3333333333333333,360.3333333333333,0.0,0.3333333333333333,365.6666666666667,8.0,1419.3333333333333,6.0,0.0,116632.33333333333
447,Dasha,273023490.0,1,17900.0,169190514.0,87.0,28916868.0,303426.0,744600.0,187163600.0,2850135008.0,448423212.0,99.0,83189.0,449.0,48.0,1283979.0,130.0,22107065.0,4925.0,337191.0,1521087.0
448,Dave,291124548.71428573,7,100093.28571428571,15888431.0,58.57142857142857,106018052.0,870816.5714285715,149834.42857142858,32506804.57142857,316772828.0,150785660.14285713,65.0,9842.0,22.428571428571427,19.714285714285715,522696.71428571426,24.857142857142858,183563.57142857142,1008.1428571428571,3345729.1428571427,1201959.142857143
449,Dave Angel,8082.0,1,63.0,32758.0,,2055940513.0,4150967.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0
450,David Guetta,562454997.2,5,86507.4,135844332.6,63.6,117826950.2,1080661.2,206547.4,11992085.8,230285359.8,1192783467.6,135.2,345348.6,756.4,117.0,9969890.4,96.8,36269991.2,6792.8,2108612.8,3669801.0
451,David Jackson,0.0,1,44.0,1243.0,3.0,1131058312.0,2367298.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,David Kushner,598587310.5,2,93492.5,47089063.5,82.0,146596556.0,2034932.5,1278557.5,145884918.0,1312234267.5,664718712.5,90.0,130239.5,68.0,48.0,1739198.5,50.5,15154053.5,7697.5,4752549.0,4340675.0
453,David Morris,33278200.0,1,10186.0,1379624.0,50.0,4962879.0,74982.0,1901626.0,318927368.0,2885085148.0,133358.0,3.0,395.0,534.0,0.0,0.0,0.0,5082176.0,2540.0,0.0,255786.0
454,Davido,110282704.5,2,32081.5,12205425.5,66.0,86693287.0,692747.0,1302206.0,58973383.0,761579648.5,45291579.5,71.0,23734.0,186.5,20.0,685677.0,34.0,2644110.5,1114.0,2273923.5,1676067.0
455,Dawin,71345247.0,1,8334.0,1543930.0,45.0,92840225.0,813836.0,8797888.0,51952711.0,274234939.0,7.0,2.0,264.0,0.0,1.0,2924.0,0.0,1814245.0,0.0,0.0,926395.0
456,Daya,493444344.0,1,48491.0,27331765.0,76.0,110108631.0,979538.0,669052.0,189101077.0,1951015670.0,11818751.0,63.0,8576.0,162.0,3.0,120251.0,11.0,315421399.0,132842.0,2353027.0,4367770.0
457,Dayglow,596164214.0,1,158639.0,32332004.0,71.0,207640042.0,2700851.0,71731.0,26297718.0,155192084.0,12234172.0,30.0,4664.0,125.0,10.0,121871.0,5.0,15042745.0,10453.0,0.0,2303064.0
458,Dayvi,417257612.0,1,76682.0,17689258.0,62.0,301418451.0,2797161.0,254653.0,14054827.0,219625896.0,11788182.0,71.0,15903.0,40.0,30.0,1207372.0,7.0,106581925.0,52833.0,0.0,5980614.0
459,Dayzy,0.0,1,1.0,63.0,,307164348.0,603059.0,0.0,0.0,0.0,26664062.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
460,Dean Lewis,1104533023.0,2,134776.0,58346952.0,70.5,180648837.0,1789755.5,190809.0,70439800.0,564697806.5,276564680.0,102.5,179805.0,240.5,34.0,162364.5,24.0,123477304.0,80624.0,21915449.0,7537518.5
461,Deep Chills,86943003.0,1,17950.0,3630498.0,55.0,10003352.0,110419.0,10476200.0,356589615.0,5311932536.0,0.0,2.0,109.0,0.0,5.0,5172.0,0.0,55083.0,0.0,9106321.0,1866241.0
462,Dei V,86561491.5,2,12873.5,14479676.5,72.5,57205295.5,311927.0,58400.0,11964383.5,103849195.5,116467489.0,12.0,43.5,0.0,4.0,45955.5,4.5,389248.0,327.0,92319.5,271669.5
463,Dejavu FF,288153.0,1,18.0,9453.0,,26302423.0,331850.0,0.0,0.0,0.0,8513075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3122.0
464,Delifinger,0.0,1,1.0,3.0,,592714623.0,1064537.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Demi Lovato,991597564.0,2,89949.5,29719896.5,70.5,840480437.0,7154980.0,1002921.0,70002105.5,535648091.0,282443735.5,47.5,36467.0,193.0,52.0,191828.0,24.0,335372143.5,390006.0,0.0,4182168.0
466,Dennis Lloyd,968235402.0,1,159175.0,41317887.0,72.0,180977641.0,1207787.0,131.0,341500.0,5826772.0,20333193.0,114.0,59912.0,55.0,69.0,468422.0,4.0,215378255.0,114053.0,0.0,9293567.0
467,Dermot Kennedy,149237160.0,1,22036.0,6228907.0,65.0,60539963.0,307422.0,40847.0,3087705.0,52556917.0,1935086543.0,39.0,262744.0,0.0,22.0,662373.0,20.0,87697.0,147.0,0.0,2868389.0
468,Derya Yildirim,12750.0,1,8.0,137.0,9.0,520926927.0,1601560.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0
